title,tags
Our Idiot Brother,"Everybody has the sibling who is always just a little bit behind the curve when it comes to getting his life together. For sisters Liz, Miranda and Natalie, that person is their perennially upbeat brother Ned, an erstwhile organic farmer whose willingness to rely on the honesty of mankind is a less-than-optimum strategy for a tidy, trouble-free existence. Ned may be utterly lacking in common sense, but he is their brother and so, after his girlfriend dumps him and boots him off the farm, his sisters once again come to his rescue. As Liz, Miranda and Natalie each take a turn at housing Ned, their brother's unfailing commitment to honesty creates more than a few messes in their comfortable routines. But as each of their lives begins to unravel, Ned's family comes to realize that maybe, in believing and trusting the people around him, Ned isn't such an idiot after all. Comedy Drama brother_sister_relationship sister_sister_relationship family_clan idealist duringcreditsstinger Paul_Rudd Elizabeth_Banks Zooey_Deschanel Emily_Mortimer Adam_Scott Kathryn_Hahn Hugh_Dancy Steve_Coogan Rashida_Jones T.J._Miller Shirley_Knight Janet_Montgomery Sterling_K._Brown Bob_Stephenson Peter_Hermann Francesca_Papalia Matthew_Mindler Lydia_Haug Wrenn_Schmidt Kathy_Fitzgerald Marceline_Hugot Alexia_Rasmussen Lucas_Near-Verbrugghe Polly_Draper Neal_Lerner Katie_Aselton Jesse_Peretz"
Race,"Based on the incredible true story of Jesse Owens, the legendary athletic superstar whose quest to become the greatest track and field athlete in history thrusts him onto the world stage of the 1936 Olympics, where he faces off against Adolf Hitler's vision of Aryan supremacy. Starring Stephan James, Jason Sudeikis, Jeremy Irons, Carice Van Houten and William Hurt - Race is an enthralling film about courage, determination, tolerance, and friendship, and an inspiring drama about one man's fight to become an Olympic legend. Action Drama olympic_games biography sport historical_figure nazi_germany racism african_american track_and_field Stephan_James Jason_Sudeikis Carice_van_Houten Jeremy_Irons Amanda_Crew William_Hurt David_Kross Eli_Goree Giacomo_Gianniotti Jonathan_Aris Jon_McLaren Moe_Jeudy-Lamour Shamier_Anderson Shanice_Banton Tim_McInnerny Nina_Lauren Jesse_Bostick Tim_Post Barnaby_Metschurat Larry_Day Arthur_Holden Karl_Graboshas Jeff_Burrell Anthony_Sherwood Alexander_Yassin Jonathan_Higgins Jaa_Smith-Johnson Jeremy_Ferdman Bruno_Bruni_Jr. Steffen_Mennekes Manuel_Sinor Chantel_Riley Daniel_Harroch Marc_Primeau Dondre_Octave Ricky_Watson Milo_Larratt Gaetan_Normandin Julien_Boissaud Andrea_Carter Nikoma_T._Beermann Francois_Hugo_Turgeon Karen_Belfo Chris_Theisinger Stephen_Hopkins"
The Players Club,"Young single mother Diana struggles to provide for her child and pay for her college education. She ends up working at a shoe store, but meets two strippers from at a nearby gentlemen's club who convince her there's fast money to be made stripping. At the Players Club, however, Diana faces danger and heartbreak. Drama strip_club stripper dominatrix cat_fight LisaRaye_McCoy Dick_Anthony_Williams Judyann_Elder Chrystale_Wilson Adele_Givens Bernie_Mac Anthony_Johnson Monica_Calhoun Jamie_Foxx Tracey_Cherelle_Jones Terrence_Howard Ice_Cube Charlie_Murphy Ice_Cube"
"As Above, So Below","When a team of explorers ventures into the catacombs that lie beneath the streets of Paris, they uncover the dark secret that lies within this city of the dead. Horror Thriller paris treasure catacombs scientist singing_in_a_car archaeologist loss_of_friend subjective_camera found_footage thick_accent female_archeologist burning_car philosopher's_stone french_accent rapping_in_a_car Perdita_Weeks Ben_Feldman Edwin_Hodge François_Civil Marion_Lambert Ali_Marhyar Cosme_Castro Hamid_Djavadan Théo_Cholbi Emy_Lévy Roger_Van_Hool Olivia_Csiky_Trnka Hellyette_Bess Aryan_Rahimian Samuel_Aouizerate Kaya_Blocksage John_Erick_Dowdle"
Addicted,A gallerist risks her family and flourishing career when she enters into an affair with a talented painter and slowly loses control of her life. Drama Thriller infidelity obsession lie sin interracial_relationship cheating_wife lust attraction deceit temptation hipersexualidad faithful_husband Boris_Kodjoe Brandon_Gonzales Cameron_Mills Emayatzy_Corinealdi Garrett_Hines Hunter_Burke John_Newberg Kat_Graham Maria_Howell Omer_Mughal Sharon_Leal Tasha_Smith Tyson_Beckford William_Levy Mikayla_Donlon Bille_Woodruff
Eve's Bayou,"The story is set in 1962 Louisiana. The big Batiste family is headed by charming doctor Louis. Though he is married to beautiful Roz, he has a weakness for attractive women patients. One day Louis is flirting with married and sexy Metty Mereaux, not knowing that he is observed by his youngest idealistic daughter Eve, who is there by accident. Eve can not forget the incident which is traumatic for her naivete and shares a secret with older sister Cisely. Lies start to roll... Drama sister_sister_relationship menstruation superstition independent_film curse mother_daughter_relationship tavern aunt_niece_relationship father_daughter_relationship all_black_cast woman_director Jurnee_Smollett Meagan_Good Lynn_Whitfield Samuel_L._Jackson Debbi_Morgan Diahann_Carroll Lisa_Nicole_Carson Roger_Guenveur_Smith Victoria_Rowell Jake_Smollett Ethel_Ayler Vondie_Curtis-Hall Branford_Marsalis Carol_Sutton Tamara_Tunie Marcus_Lyle_Brown Leonard_L._Thomas Afonda_Colbert Lola_Dalferes Alverta_Perkins_Dunigan Ron_Flagge Oneal_A._Isaac Julian_Dalcour Allen_Toussaint Billie_Neal Kasi_Lemmons"
Still Alice,"Alice Howland, happily married with three grown children, is a renowned linguistics professor who starts to forget words. When she receives a devastating diagnosis, Alice and her family find their bonds tested. Drama mother professor illness Julianne_Moore Alec_Baldwin Kristen_Stewart Kate_Bosworth Shane_McRae Hunter_Parrish Seth_Gilliam Stephen_Kunken Erin_Darke Daniel_Gerroll Quincy_Tyler_Bernstine Maxine_Prescott Orlagh_Cassidy Rosa_Arredondo Zillah_Glory Cat_Lynch Eha_Urbsalu Victoria_Cartagena Richard_Glatzer"
The Egyptian,"In eighteenth-dynasty Egypt, Sinuhe, a poor orphan, becomes a brilliant physician and with his friend Horemheb is appointed to the service of the new Pharoah. Sinuhe's personal triumphs and tragedies are played against the larger canvas of the turbulent events of the 18th dynasty. As Sinuhe is drawn into court intrigues he learns the answers to the questions he has sought since his birth. History Drama egypt Jean_Simmons Victor_Mature Gene_Tierney Peter_Ustinov Edmund_Purdom Michael_Wilding Bella_Darvi Judith_Evelyn Henry_Daniell John_Carradine Carl_Benton_Reid Tommy_Rettig Anitra_Stevens Michael_Ansara Henry_Corden Mady_Comfort Richard_Allan Sharon_Jan_Altman Rama_Bai Don_Bender Don_Blackman Geraldine_Bogdonovich Brad_Brown George_Bruggeman George_Chester Angela_Clarke Edmund_Cobb Karl_'Killer'_Davis Carmen_De_Lavallade Alvin_Burke_Deer James_Dime Franco_Fantasia Dede_Gainor Aurello_Galli John_George Mimi_Gibson Michael_Granger Yeghishe_Harout Lars_Hensen Kay_Koury Paul_Kruger Ian_MacDonald Tyler_MacDuff Tiger_Joe_Marsh Donna_Martell Mike_Mazurki George_Melford John_Mooney Wilma_Reid Peter_Reynolds John_Roy Lawrence_Ryle Paul_Salata Harry_Shearer Ray_Spiker Saye_Sumi Harry_Thompson Alice_Tissot Joan_Winfield Michael_Curtiz"
Nighthawks,An international terrorist has New York in a grip of panic and it's up to Det. Sgt. Deke DaSilva to take him down. Action Crime Thriller  Sylvester_Stallone Rutger_Hauer Billy_Dee_Williams Lindsay_Wagner Persis_Khambatta Nigel_Davenport Hilary_Thompson Joe_Spinell Walter_Mathews E._Brian_Dean Sue_Vanner Bruce_Malmuth
Friday the 13th Part VIII: Jason Takes Manhattan,"The Big Apple's in big trouble, as indestructible psycho-fiend Jason Vorhees hits the road to New York City. After a shocking return from beyond the grave, the diabolical Jason ships out abroad a teen-filled ""love boat"" bound for New York, which he soon transforms into the ultimate voyage of the damned. Then one of his terrified victims escapes into the nightmarish maze of Manhattan's subways and sewers, only to confront Jason one final time. Horror Thriller new_york boat mask psychopath high_school sewerage times_square serial_killer teenager jason_vorhees Kane_Hodder Jensen_Daggett Scott_Reeves Barbara_Bingham Peter_Mark_Richman Martin_Cummins Gordon_Currie Alex_Diakun Vincent_Craig_Dupree Saffron_Henderson Kelly_Hu Sharlene_Martin Todd_Caldecott Tiffany_Paulsen Tim_Mirkovich Warren_Munson Rob_Hedden"
My Big Fat Greek Wedding,A young Greek woman falls in love with a non-Greek and struggles to get her family to accept him while she comes to terms with her heritage and cultural identity. Comedy Drama Romance usa parents_kids_relationship greece culture_clash midlife_crisis restaurant bad_mother-in-law mother-in-law parents-in-law son-in-law father-in-law patriarch bad_father-in-law greek wedding family xenophobia Nia_Vardalos John_Corbett Lainie_Kazan Michael_Constantine Andrea_Martin Joey_Fatone Louis_Mandylor Gia_Carides Christina_Eleusiniotis Marita_Zouravlioff Gerry_Mendicino Bess_Meisler Jayne_Eastwood Fiona_Reid Bruce_Gray Frank_Falcone Joel_Zwick
Spring Breakers,"After four college girls rob a restaurant to fund their spring break in Florida, they get entangled with a weird dude with his own criminal agenda. Drama Crime female_nudity sex florida drug_dealer nudity female_friendship party art_house drug spring_break young_adult James_Franco Selena_Gomez Vanessa_Hudgens Ashley_Benson Rachel_Korine Gucci_Mane Heather_Morris Ash_Lendzion Sidney_Sewell Thurman_Sewell Harmony_Korine"
Halloween: The Curse of Michael Myers,"Six years ago, Michael Myers terrorized the town of Haddonfield, Illinois. He and his niece, Jamie Lloyd, have disappeared. Jamie was kidnapped by a bunch of evil druids who protect Michael Myers. And now, six years later, Jamie has escaped after giving birth to Michael's child. She runs to Haddonfield to get Dr. Loomis to help her again. Horror Thriller mass_murder nudity halloween attempt_to_escape cult psychopath escape_agent murder escape slasher doctor niece death evil michael_myers psychiatric murder_hunt halloween_night Donald_Pleasence Paul_Rudd Marianne_Hagan Mitchell_Ryan Kim_Darby Bradford_English Keith_Bogart Mariah_O'Brien Leo_Geter J.C._Brandy Devin_Gardner Susan_Swift George_P._Wilbur Janice_Knickrehm Tom_Proctor Raquelle_Anderson Lee_Ju_Chew Joe_Chappelle"
Y Tu Mamá También,"In Mexico, two teenage boys and an attractive older woman embark on a road trip and learn a thing or two about life, friendship, sex, and each other. Drama Romance mexico sex beach group_sex male_friendship road_trip coming_of_age teenager lgbt new_mexican_cinema Gael_García_Bernal Diego_Luna Maribel_Verdú Ana_López_Mercado Diana_Bracho Verónica_Langer María_Aura Andrés_Almeida Emilio_Echevarría Nathan_Grinberg Giselle_Audirac Arturo_Ríos Marta_Aura Juan_Carlos_Remolina Liboria_Rodríguez Silverio_Palacios Mayra_Serbulo Daniel_Giménez_Cacho Amaury_Sérbulo Andrea_López Alfonso_Cuarón"
Shaun of the Dead,"Shaun lives a supremely uneventful life, which revolves around his girlfriend, his mother, and, above all, his local pub. This gentle routine is threatened when the dead return to life and make strenuous attempts to snack on ordinary Londoners. Horror Comedy record_collection flower cheese pub surrey romantic_comedy zombie english tv_show_in_film cricket_bat broken_bottle survival_horror british_pub english_pub you've_got_red_on_you Simon_Pegg Nick_Frost Kate_Ashfield Lucy_Davis Dylan_Moran Peter_Serafinowicz Rafe_Spall Penelope_Wilton Bill_Nighy Reece_Shearsmith Jessica_Hynes Martin_Freeman Tamsin_Greig Steve_Emerson Nicola_Cunningham Arvind_Doshi Stuart_Powell Matt_Lucas Chris_Martin Mark_Donovan Trisha_Goddard Jeremy_Thompson Edgar_Wright"
The Haunting of Molly Hartley,"When teenage Molly Hartley moves to a new town, she's haunted by terrifying visions that may have to do with dark secrets from her past. Something evil lurks just beneath the lush surfaces of her private-school world, and it holds the rights to her very soul. On the eve of her 18th birthday, Molly is about to discover the truth of just who or what she is destined to become. Drama Horror  Haley_Bennett Jake_Weber Chace_Crawford Shannon_Woodward Shanna_Collins AnnaLynne_McCord Marin_Hinkle Nina_Siemaszko Josh_Stewart Jessica_Lowndes Ross_Thomas Mickey_Liddell"
Lone Star,"When the skeleton of his murdered predecessor is found, Sheriff Sam Deeds unearths many other long-buried secrets in his Texas border town. Drama Mystery Romance sheriff family_secrets neo-western dark_secrets Chris_Cooper Matthew_McConaughey Elizabeth_Peña Kris_Kristofferson Joe_Morton Frances_McDormand Stephen_J._Lang Oni_Faida_Lampley LaTanya_Richardson Leo_Burmester Eleese_Lester Richard_Coca Miriam_Colón Jeff_Monahan Eddie_Robinson Ron_Canada Chandra_Wilson Marco_Perella Gordon_Tootoosis Vanessa_Martinez Clifton_James John_Sayles"
Halloween 4: The Return of Michael Myers,"The legend of that creepy masked-man, Michael Myers, comes to life once again in this fourth installment of the successful horror franchise. This time, it's Michael's niece, Jamie, who can't seem to escape her crazy uncle. With Michael on the loose, Jamie enlists the help of good old Dr. Loomis to stop the murderer. This time, though, there seems to be no end to Michael's madness. Horror Thriller sheriff scissors ambulance halloween twist knife sequel murder serial_killer masked_killer blood niece evil michael_myers october Donald_Pleasence Ellie_Cornell Danielle_Harris George_P._Wilbur Michael_Pataki Beau_Starr Kathleen_Kinmont Sasha_Jenson Gene_Ross Carmen_Filpi Raymond_O'Connor Jeff_Olson Karen_Alston Nancy_Borgenicht David_Jensen Harlow_Marks M.J._McDonnell Richard_Stay Michael_Flynn George_Sullivan Michael_Ruud Donré_Sampson Kelly_Lookinland Erik_Preston Dwight_H._Little"
April Fool's Day,"A group of eight college friends gather together at an island mansion belonging to heiress Muffy St. John to celebrate their final year of school. They soon discover that each has a hidden secret from their past which is revealed, and soon after, they turn up dead. Horror Mystery island party murder teen_movie slasher april_fool's_day holiday_horror canuxploitation elimination_derby college_friends Deborah_Foreman Thomas_F._Wilson Lloyd_Berry Tom_Heaton Ken_Olandt Leah_Pinsent Clayton_Rohner Amy_Steel Jay_Baker Pat_Barlow Deborah_Goodrich Mike_Nomad Griffin_O'Neal Fred_Walton"
Diner,"Set in 1959, Diner shows how five young men resist their adulthood and seek refuge in their beloved Diner. The mundane, childish, and titillating details of their lives are shared. But the golden moments pass, and the men shoulder their responsibilities, leaving the Diner behind. Comedy Drama diner baltimore_maryland fake_accident gambling_debt twenty_something 1950s Steve_Guttenberg Daniel_Stern Mickey_Rourke Kevin_Bacon Tim_Daly Ellen_Barkin Paul_Reiser Kathryn_Dowling Michael_Tucker Jessica_James Colette_Blonigan Kelle_Kipp John_Aquino Richard_Pierson Claudia_Cron Tait_Ruppert Tom_Tammi Pam_Gail Lauren_Zaganas Sharon_Ziman Mark_Margolis Ralph_Tabakin Frank_Stoegerer Nat_Benchley Frank_Hennessy Marvin_Hunter Steve_Smith Lee_Case Clement_Fowler Howard_Silverman Ted_Bafaloukos Barney_Cohen Bruce_Kluger Bruce_Elliott Carole_Copeland Aryeh_Cooperstock Brian_Costantini Lorraine_D._Glick Florence_Moody Mary_Lou_Vukov Alan_Kaplan Donald_Saiontz Chief_Gordon Beverly_Sheehan Dusty_Clare Barry_Levinson"
